Instituição,Segmento BCB,Perfil,Elegibilidade,Grupo tem DTVM/adm.fid.?,CNPJ,UF,Município,Ativo Total (R$),Passivo Exigível (R$),Patrimônio Líquido (R$),Captações (R$),Carteira de Crédito (R$),TVM (R$),Maior escala (R$),Lucro Líquido (R$),Início atividade,Gestor CVM?,Nº fundos que gere,Adm.fiduciário?,Custodiante?,Nº classes que custodia,PL custodiado (R$),Telefone,E-mail,Site
UZZIPAY INSTITUIÇÃO DE PAGAMENTO S.A.,Instituição de Pagamento,Fintech (pagamentos),Só via DTVM nova (objeto restrito),,32.192.325/0001-00,RO,Porto Velho,14737378.31,9212386.98,5524991.33,6201630.36,,,14737378.31,-1122091.33,2022,,,,,,,11 40201724,CONTATO.SAC@UZZIPAY.COM,UZZIPAY.COM
SISPAY INSTITUIÇÃO DE PAGAMENTO LTDA.,Instituição de Pagamento,Fintech (pagamentos),Só via DTVM nova (objeto restrito),,12.651.789/0001-20,SP,São Paulo,15246832.44,11323438.17,3923394.27,9588576.34,,293472.39,15246832.44,1212050.06,2024,,,,,,,11 992217399,MARCELO@SISPAY.COM.BR,
BNK DIGITAL SOCIEDADE DE CRÉDITO DIRETO S.A.,Sociedade de Crédito Direto,Fintech (SCD),Só via DTVM nova (objeto restrito),,45.331.622/0001-30,SP,São José Do Rio Preto,15280083.71,12663923.29,2616160.42,11243437.63,970183.02,,15280083.71,63433.1900000002,2022,,,,,,,800 3055335,SERGIO.GRANNA@BDIGITAL.COM.BR,WWW.BDIGITAL.COM.BR
EXIM CORRETORA DE CAMBIO LTDA,Sociedade Corretora de Câmbio,Câmbio,Só via DTVM nova (objeto restrito),,73.302.408/0001-91,RS,Porto Alegre,15556013.29,14043277.97,1512735.32,,,,15556013.29,-125535.17,1993,,,,,,,51 32282411,EXIM@EXIM.COM.BR,WWW.EXIM.COM.BR
FACEBOOK INSTITUIÇÃO DE PAGAMENTO DO BRASIL LTDA.,Instituição de Pagamento,Fintech (pagamentos),Só via DTVM nova (objeto restrito),,39.321.657/0001-96,SP,São Paulo,15788625.4,3461866.85,12326758.55,,,3323791.83,15788625.4,750532.93,2021,,,,,,,11 33418841,RODRIGUESSILVIA@META.COM,
EWALLY INSTITUIÇÃO DE PAGAMENTO S.A.,Instituição de Pagamento,Fintech (pagamentos),Só via DTVM nova (objeto restrito),,00.714.671/0001-14,SP,São Paulo,16919561.97,11024042.34,5895519.63,6284069.1,,53238.8,16919561.97,-1552810.35,2022,,,,,,,800 8836432,COMPLIANCE@EWALLY.COM.BR,WWW.EWALLY.COM.BR
FAMÍLIA PAULISTA COMPANHIA HIPOTECÁRIA,Companhia Hipotecária,Hipotecária,Só via DTVM nova (objeto restrito),,53.146.221/0001-39,SP,Santos,17111379.66,6988363.58,10123016.08,,120904.54,8941854.98,17111379.66,19580.54,1984,,,,,,,13 32112100,FAMILIAPAULISTA@FAMILIAPAULISTA.COM.BR,
INTERCAM CORRETORA DE CÂMBIO LTDA.,Sociedade Corretora de Câmbio,Câmbio,Só via DTVM nova (objeto restrito),,34.265.629/0001-85,SP,São Paulo,17266155,9766713.03,7499441.97,,,7084528.71,17266155,55806.3899999999,1971,,,,,,,11 32913500,INTERCAM@INTERCAM.COM.BR,WWW.INTERCAM.COM.BR
CDC SOCIEDADE DE CRÉDITO DIRETO S.A.,Sociedade de Crédito Direto,Fintech (SCD),Só via DTVM nova (objeto restrito),,18.394.228/0001-79,MG,Belo Horizonte,17752230.48,13283145.12,4469085.36,6499126.52,6782336.87,1010125.09,17752230.48,-38819.2200000003,2013,,,,,,,31 25373999,CAMILA.BARROS@CDCBANK.COM.BR,
AGENCIA DE FOMENTO DO AMAPA S.A.,Agência de Fomento,Estatal/público,Só via DTVM nova (objeto restrito),,02.929.977/0001-13,AP,Macapá,17898875.83,2069386.79,15829489.04,146491.56,13187378.45,1951537.89,17898875.83,-164310.6,1999,,,,,,,96 21017731,SEC_EXE@AFAP.AP.GOV.BR,WWW.AFAP-AP.COM.BR
LISTO SOCIEDADE DE CREDITO DIRETO S.A.,Sociedade de Crédito Direto,Fintech (SCD),Só via DTVM nova (objeto restrito),,34.088.029/0001-99,SP,São Paulo,18223176.16,15136766.74,3086409.42,14369286.7,,2016526.99,18223176.16,34329.9599999999,2019,,,,,,,800 9421297,JURIDICO@SOULISTO.COM.BR,WWW.SOULISTO.COM.BR
CELCOIN SOCIEDADE DE CRÉDITO DIRETO S.A.,Sociedade de Crédito Direto,Fintech (SCD),Só via DTVM nova (objeto restrito),,48.632.754/0001-90,SP,Barueri,18951447.96,7046702.73,11904745.23,,1335326.7,10272038.18,18951447.96,224847.770000001,2023,,,,,,,31 991599033,REGULATORIO@CELCOIN.COM.BR,
AGENCIA DE FOMENTO DO ESTADO DE RORAIMA S/A,Agência de Fomento,Estatal/público,Só via DTVM nova (objeto restrito),,03.058.464/0001-47,RR,Boa Vista,19255892.13,1034864.32,18221027.81,,2260973.92,14964626.36,19255892.13,561987.7,1999,,,,,,,95 21219200,ISACARLA.PETRI@DESENVOLVERR.COM.BR,WWW.DESENVOLVERR.COM.BR
COBANSA COMPANHIA HIPOTECARIA,Companhia Hipotecária,Hipotecária,Só via DTVM nova (objeto restrito),,53.263.331/0001-80,SP,São Paulo,19654788.21,15722066.23,3932721.98,,,11212213.36,19654788.21,23371.2900000001,1984,,,,,,,11 30986868,GOVERNANCA@COBANSA.COM,WWW.COBANSA.COM
INVEST SOCIEDADE CORRETORA DE CÂMBIO LTDA.,Sociedade Corretora de Câmbio,Câmbio,Só via DTVM nova (objeto restrito),,17.508.380/0001-72,RS,Porto Alegre,19829762.96,13740020.71,6089742.25,,,21410.8700000001,19829762.96,-7907.59000000032,2013,,,,,,,51 21116200,NEWTON@CGCONTADORES.COM.BR,HTTPS://INVESTCAMBIO.COM.BR
GLOBAL EXCHANGE DO BRASIL SOCIEDADE CORRETORA DE CÂMBIO LTDA.,Sociedade Corretora de Câmbio,Câmbio,Só via DTVM nova (objeto restrito),,21.040.668/0001-32,RJ,Rio De Janeiro,20661927.32,2503095.55,18158831.77,,,4981946.57,20661927.32,599029.360000001,2014,,,,,,,800 7705422,P.GLUCHAK@GLOBALEXCHANGE.BR.COM,WWW.GLOBAL-EXCHANGE.COM/
BRASIL CASH INSTITUICAO DE PAGAMENTO S.A,Instituição de Pagamento,Fintech (pagamentos),Só via DTVM nova (objeto restrito),,30.507.541/0001-71,SP,Barueri,20994436.15,17926517,3067919.15,8512355.86,,,20994436.15,-2772462.98,2024,,,,,,,11 40200257,JURIDICO@BRASILCASH.COM.BR,
PARTNER INSTITUIÇÃO DE PAGAMENTO S.A.,Instituição de Pagamento,Fintech (pagamentos),Só via DTVM nova (objeto restrito),,28.979.546/0001-55,SP,São Paulo,22792364.63,14181573.45,8610791.18,8814949.89,,9632066.41,22792364.63,203600.76,2023,,,,,,,11 40404167,BCB@PARTNERBANK.COM.BR,
COOPER BENEFICIOS INSTITUICAO DE PAGAMENTO LTDA,Instituição de Pagamento,Fintech (pagamentos),Só via DTVM nova (objeto restrito),,04.051.232/0001-20,PR,Maringá,24582954.3,18845824.22,5737130.08,15410241.37,,,24582954.3,765549.74,,,,,,,,44 32205454,SAC@COOPERCARD.COM.BR,HTTPS://WWW.COOPERCARD.COM.BR
BONUSPAGO SOCIEDADE DE CRÉDITO DIRETO S.A.,Sociedade de Crédito Direto,Fintech (SCD),Só via DTVM nova (objeto restrito),,36.586.946/0001-29,PR,Cascavel,24787160.15,21699601.77,3087558.38,21602256.28,2619732.02,329805.02,24787160.15,-849619.35,2020,,,,,,,45 999050113,SPB@BONUSCRED.COM.BR,
AGK CORRETORA DE CAMBIO S.A.,Sociedade Corretora de Câmbio,Câmbio,Só via DTVM nova (objeto restrito),,00.250.699/0001-48,SP,São Paulo,26369563.48,19284186.92,7085376.56,,,,26369563.48,104823.64,1995,,,,,,,11 31237166,ORLANDO@AGKCORRETORA.COM.BR,WWW.AGKCORRETORA.COM.BR
SER FINANCE SOCIEDADE DE CRÉDITO DIRETO S.A.,Sociedade de Crédito Direto,Fintech (SCD),Só via DTVM nova (objeto restrito),,47.873.449/0001-28,PE,Recife,26574721.85,19340214.39,7234507.46,18769450.99,2186289.02,,26574721.85,-2848842.59,2023,,,,,,,11 999006407,JOAO.AGUIAR@SEREDUCACIONAL.COM,
Z1 INSTITUIÇÃO DE PAGAMENTO LTDA.,Instituição de Pagamento,Fintech (pagamentos),Só via DTVM nova (objeto restrito),,35.810.871/0001-55,SP,São Paulo,27062707.2,25651642.49,1411064.71,18898618.55,3111278.52,144650.63,27062707.2,-4528915.05,2023,,,,,,,,BACEN@Z1.APP,
BIGCASH SOCIEDADE DE CREDITO DIRETO S.A.,Sociedade de Crédito Direto,Fintech (SCD),Só via DTVM nova (objeto restrito),,36.452.762/0001-76,MG,Governador Valadares,27438939.63,1095943.99,26342995.64,,20174551.41,,27438939.63,2173023.82,2020,,,,,,,33 21011039,KARINA.SOCCOL@BIGCASH.COM.BR,WWW.BIGCASH.COM.BR
PAY2ALL INSTITUICAO DE PAGAMENTO LTDA,Instituição de Pagamento,Fintech (pagamentos),Só via DTVM nova (objeto restrito),,44.815.065/0001-60,SP,São Paulo,27530489.82,25073542.1,2456947.72,23601489.41,,,27530489.82,556434.7,2022,,,,,,,11 33839697,LTAMCOMPLIANCE@NUVEI.COM,WWW.NUVEI.COM
Z-ON SOCIEDADE DE CRÉDITO DIRETO S.A.,Sociedade de Crédito Direto,Fintech (SCD),Só via DTVM nova (objeto restrito),,52.586.293/0001-34,PR,Curitiba,28439517.25,18247539.4,10191977.85,18104409.88,1261167.05,7872739.72,28439517.25,222731.72,2024,,,,,,,41 38883751,ZONPAY@ZONSUPERAPP.COM.BR,
BROKER BRASIL CORRETORA DE CÂMBIO LTDA.,Sociedade Corretora de Câmbio,Câmbio,Só via DTVM nova (objeto restrito),,16.944.141/0001-00,SP,São Paulo,30147524.75,20232222.53,9915302.22,,,13944905.64,30147524.75,822823.240000001,2012,,,,,,,11 28998888,OUVIDORIA@BROKERBRASILCAMBIO.COM.BR,WWW.BROKERBRASILCAMBIO.COM.BR
CREDSYSTEM SOCIEDADE DE CRÉDITO DIRETO S.A.,Sociedade de Crédito Direto,Fintech (SCD),Só via DTVM nova (objeto restrito),,39.664.698/0001-85,SP,Barueri,30483978.57,11742014.43,18741964.14,7006812.92,,,30483978.57,6334505.7,,,,,,,,11 33572000,COMPLIANCE@CREDSYSTEM.COM.BR,HTTPS://WWW.CREDSYSTEM.COM.BR/
SANTS SOCIEDADE DE CRÉDITO DIRETO S.A.,Sociedade de Crédito Direto,Fintech (SCD),Só via DTVM nova (objeto restrito),,52.440.987/0001-69,SP,São José Dos Campos,30833098.96,27005941.96,3827157.0,24701980.74,,5030695.33,30833098.96,3496980.93,2024,,,,,,,11 30906767,DEMANDAS@SANTSBANK.COM,
BSN PAGAMENTOS INSTITUIÇÃO DE PAGAMENTO LTDA,Instituição de Pagamento,Fintech (pagamentos),Só via DTVM nova (objeto restrito),,11.491.029/0001-30,SP,Guarulhos,31935151.84,24290209.54,7644942.3,21494176.63,,19673140.1,31935151.84,1144903.72,2024,,,,,,,11 22221277,FERNANDO.FREGATTI@IP4Y.COM.BR,HTTPS://WWW.IP4Y.COM.BR/
TTSCD SOCIEDADE DE CRÉDITO DIRETO S.A.,Sociedade de Crédito Direto,Fintech (SCD),Só via DTVM nova (objeto restrito),,46.743.997/0001-70,SP,São Paulo,33143944.96,17236777.47,15907167.49,,,14566345.61,33143944.96,-2075694.1,2023,,,,,,,11 910915640,RODRIGO.CAVACA@TOTVS.COM.BR,
MONEYCORP BANCO DE CÂMBIO S.A.,Banco de Câmbio,Estrangeiro,Só via DTVM nova (objeto restrito),,08.609.934/0001-37,SP,São Paulo,33847121.87,13848586.63,19998535.24,,,,33847121.87,1044359.38,2007,,,,,,,11 30181830,ATENDIMENTO@MONEYCORP.COM,WWW.BANCOMONEYCORP.COM.BR
TAMBASA SOCIEDADE DE CRÉDITO DIRETO S.A.,Sociedade de Crédito Direto,Fintech (SCD),Só via DTVM nova (objeto restrito),,37.134.759/0001-77,MG,Belo Horizonte,34990373.94,1740108.35,33250265.59,,33318836.56,103107.3,34990373.94,386356.489999999,2020,,,,,,,31 984175256,LEONARDO.NEVES@ABRASGUIMARAES.COM,WWW.TAMBASAFINANCEIRA.COM.BR
LISTO INSTITUICAO DE PAGAMENTO LTDA,Instituição de Pagamento,Fintech (pagamentos),Só via DTVM nova (objeto restrito),,32.971.064/0001-26,SP,São Paulo,35049116.6,12399817.09,22649299.51,4749078.58,,,35049116.6,1892017.21000001,2025,,,,,,,11 39950981,JURIDICO@SOULISTO.COM.BR,WWW.SOULISTO.COM.BR
WE PAY OUT INSTITUICAO DE PAGAMENTO LTDA.,Instituição de Pagamento,Fintech (pagamentos),Só via DTVM nova (objeto restrito),,32.708.748/0001-30,PR,Curitiba,36553180.29,30357101.25,6196079.04,25668103.11,,1293217.48,36553180.29,-2281683.56,2023,,,,,,,41 992459599,ADM@WEPAYMENTS.COM.BR,HTTPS://WEPAYMENTS.COM.BR/
PAGHIPER INSTITUIÇAO DE PAGAMENTO LTDA.,Instituição de Pagamento,Fintech (pagamentos),Só via DTVM nova (objeto restrito),,20.110.153/0001-07,PR,Paranavaí,36604217.34,33652793.58,2951423.76,,,506011.96,36604217.34,198533.76,2025,,,,,,,800 7177438,WESLLEY@PAGHIPER.COM,HTTPS://WWW.PAGHIPER.COM
SOMAPAY SOCIEDADE DE CRÉDITO DIRETO S.A.,Sociedade de Crédito Direto,Fintech (SCD),Só via DTVM nova (objeto restrito),,44.705.774/0001-93,CE,Fortaleza,39777964.77,37522945.68,2255019.09,25777438.1,3695050.76,25296443.36,39777964.77,-1333769.31999999,2022,,,,,,,85 988797225,SCD@SOMAPAY.COM.BR,WWW.SOMAPAY.COM.BR
SMART SOLUTIONS GROUP INSTITUICAO DE PAGAMENTO LTDA,Instituição de Pagamento,Fintech (pagamentos),Só via DTVM nova (objeto restrito),,37.470.405/0001-01,RJ,Rio De Janeiro,39798042.72,5756849.64,34041193.08,4528531.31,,4162521.24,39798042.72,513485.33,2023,,,,,,,21 24398868,FABIO@SSGBANK.COM.BR,HTTPS://SSGBANK.COM.BR/
RED SOCIEDADE DE CRÉDITO DIRETO S.A.,Sociedade de Crédito Direto,Fintech (SCD),Só via DTVM nova (objeto restrito),,47.593.544/0001-78,SP,São Paulo,40543475.54,377335.95,40166139.59,48943.14,,35326873.39,40543475.54,-954658.78,2022,,,,,,,11 30385699,OPERACOES_SCD@REDSCD.COM.BR,
TYCOON TECHNOLOGY INSTITUICAO DE PAGAMENTO S.A,Instituição de Pagamento,Fintech (pagamentos),Só via DTVM nova (objeto restrito),,26.615.279/0001-01,PR,Curitiba,40647392.35,41738979.26,-1091586.91,35342729.87,,286092.41,41738979.26,-968292.94,2023,,,,,,,11 916651893,COMPLIANCE@TYCOONTECH.IO,
GUITTA CORRETORA DE CAMBIO LTDA.,Sociedade Corretora de Câmbio,Câmbio,Só via DTVM nova (objeto restrito),,24.074.692/0001-80,SP,São Paulo,41955036.42,29569968.85,12385067.57,,320780.7,5031651.22,41955036.42,201272.06,1988,,,,,,,11 31163500,GUITTA@GUITTA.COM.BR,GUITTA.COM.BR
PROTEGE CASH INSTITUIÇÃO DE PAGAMENTO S.A.,Instituição de Pagamento,Fintech (pagamentos),Só via DTVM nova (objeto restrito),,40.276.692/0001-10,SP,São Paulo,42740582.92,37753322.98,4987259.94,36285522.07,,791702.51,42740582.92,-1507842.33,2023,,,,,,,11 30038687,SUPORTE@PAYCASHPROTEGE.COM.BR,WWW.PAYCASHPROTEGE.COM.BR
ISSUER INSTITUICAO DE PAGAMENTO LTDA.,Instituição de Pagamento,Fintech (pagamentos),Só via DTVM nova (objeto restrito),,34.747.388/0001-00,RS,Porto Alegre,43859160.12,20371876.72,23487283.4,4402457.48,19207.26,33961222.89,43859160.12,-878985.88,2023,,,,,,,51 32214879,FERNANDA.RUSCHEL@PAYSMART.COM.BR,
SAFETYPAY BRASIL INSTITUICAO DE PAGAMENTO LTDA,Instituição de Pagamento,Fintech (pagamentos),Só via DTVM nova (objeto restrito),,12.102.128/0001-45,SP,Barueri,44142930.69,36124134.49,8018796.2,,,39376746.75,44142930.69,-62582.0199999999,2025,,,,,,,11 29702400,JOAO.BATISTA@PAYSAFE.COM,
J17 - SOCIEDADE DE CRÉDITO DIRETO S/A,Sociedade de Crédito Direto,Fintech (SCD),Só via DTVM nova (objeto restrito),,40.475.846/0001-00,PR,Londrina,44254202.69,29811349.1,14442853.59,5402551.3,25476043.37,,44254202.69,1703612.39,2021,,,,,,,43 999724282,PEREIRA@CONADEC.COM.BR,HTTPS://J17SCD.COM.BR/
REPASSES FINANCEIROS E SOLUCOES TECNOLOGICAS INSTITUICAO DE PAGAMENTO S.A.,Instituição de Pagamento,Fintech (pagamentos),Só via DTVM nova (objeto restrito),,40.473.435/0001-78,SP,São Paulo,44685678.41,23513017.01,21172661.4,8775415.12,,12670.94,44685678.41,-17376315.91,,,,,,,,11 32898543,FINANCEIRO.REPASSESFINANCEIROS@GMAIL.COM,HTTPS://AARIN.COM.BR/
SBXPAY INSTITUIÇÃO DE PAGAMENTO LTDA,Instituição de Pagamento,Fintech (pagamentos),Só via DTVM nova (objeto restrito),,35.084.163/0001-84,SP,São Paulo,45273608.19,40097706.34,5175901.85,33844295.33,,32491969.55,45273608.19,-164013.38,2022,,,,,,,114 9509695,SBPAY_REGULATORIO@SUPERBID.NET,HTTPS://SUPERBIDPAY.COM.BR/
ARTTA SOCIEDADE DE CRÉDITO DIRETO S.A,Sociedade de Crédito Direto,Fintech (SCD),Só via DTVM nova (objeto restrito),,42.259.084/0001-22,PR,Curitiba,50218620.86,47689299.98,2529320.88,20081229.88,,22276406.4,50218620.86,596737.21,2022,,,,,,,41 30576096,ARTTA@ARTTA.COM.BR,HTTPS://ARTTA.COM.BR/
FUTURO SOCIEDADE DE CRÉDITO DIRETO S.A.,Sociedade de Crédito Direto,Fintech (SCD),Só via DTVM nova (objeto restrito),,45.745.537/0001-19,RS,Porto Alegre,51262835.06,24448389.34,26814445.72,,10604741.88,5220883.53,51262835.06,5868351.29000001,2022,,,,,,,51 982030203,COMPLIANCE@FUTURO.COM.BR,HTTPS://WWW.FUTUROSCD.COM.BR/
INTEX BANK BANCO DE CÂMBIO S.A.,Banco de Câmbio,Câmbio,Só via DTVM nova (objeto restrito),,02.992.317/0001-87,SP,São Paulo,51779747.73,27189631.31,24590116.42,,,15641701.54,51779747.73,169862.029999996,1999,,,,,,,11 21411777,DIRETORIA@INTEXBANK.COM.BR,HTTPS://INTEXBANK.COM.BR/
AGÊNCIA DE FOMENTO DE ALAGOAS S.A.,Agência de Fomento,Estatal/público,Só via DTVM nova (objeto restrito),,10.769.660/0001-95,AL,Maceió,53845568.13,9769077.06,44076491.07,7811301.27,19464285.96,31747179.82,53845568.13,-2001922.11,2009,,,,,,,82 30289684,SECRETARIA@DESENVOLVE-AL.COM.BR,WWW.DESENVOLVE-AL.COM.BR
PAY BROKERS IP INSTITUICAO DE PAGAMENTO LTDA.,Instituição de Pagamento,Fintech (pagamentos),Só via DTVM nova (objeto restrito),,40.820.176/0001-04,PR,Curitiba,54129956.87,51346363.15,2783593.72,46468869.24,,46021573.4,54129956.87,1509386.59,2024,,,,,,,41 991181898,REGULATORIO@PAYBROKERS.COM.BR,
UY3 SOCIEDADE DE CRÉDITO DIRETO S/A,Sociedade de Crédito Direto,Fintech (SCD),Só via DTVM nova (objeto restrito),,39.587.424/0001-30,RS,Porto Alegre,54903818.44,43380046.46,11523771.98,36730036.97,11014556.52,436334.64,54903818.44,2489286.95999999,2021,,,,,,,51 30273290,CORREIO@UY3.COM.BR,
CAPITAL CONSIG SOCIEDADE DE CRÉDITO DIRETO S.A.,Sociedade de Crédito Direto,Fintech (SCD),Só via DTVM nova (objeto restrito),,40.083.667/0001-10,SP,São Paulo,55277856.43,28852549.31,26425307.12,330000.83,23610731.4,,55277856.43,1003627.94000007,2020,,,,,,,800 5665,DIRETORIA@CAPITALCONSIG.COM.BR,WWW.CAPITALCONSIG.COM.BR
AGÊNCIA DE FOMENTO DO ESTADO DO TOCANTINS S.A.,Agência de Fomento,Estatal/público,Só via DTVM nova (objeto restrito),,05.474.540/0001-20,TO,Palmas,57564480.46,21352094.99,36212385.47,20549170.92,46547089.7,9816559.6,57564480.46,-103805.22,2005,,,,,,,63 32209820,PRESIDENCIA@FOMENTO.TO.GOV.BR,WWW.FOMENTO.TO.GOV.BR
PAYMEE BRASIL INSTITUIÇÃO DE PAGAMENTO S.A.,Instituição de Pagamento,Fintech (pagamentos),Só via DTVM nova (objeto restrito),,28.683.892/0001-91,SP,São Paulo,57814391.8,7236945.55,50577446.25,2892424.24,,48632741.98,57814391.8,-2618915.01,2024,,,,,,,11 31239080,DEBORA.MOTTA@PAYMEE.COM.BR,
HINOVA PAY INSTITUICAO DE PAGAMENTO S.A.,Instituição de Pagamento,Fintech (pagamentos),Só via DTVM nova (objeto restrito),,27.970.567/0001-47,MG,Belo Horizonte,58395713.36,44302854.25,14092859.11,41170759.16,,9361763.9,58395713.36,2516344.57,2022,,,,,,,31 34193100,ROMI@HINOVAPAY.COM.BR,WWW.HINOVAPAY.COM.BR
ECONOMISA COMPANHIA HIPOTECÁRIA.,Companhia Hipotecária,Hipotecária,Só via DTVM nova (objeto restrito),,17.441.197/0001-05,MG,Belo Horizonte,58677294.45,34687855.4,23989439.05,14981005.66,4108711.23,28511754.23,58677294.45,176316.53,1970,,,,,,,31 35197700,ECONOMIA@ECONOMISA.COM.BR,WWW.ECONOMISA.COM.BR
BT CORRETORA DE CÂMBIO LTDA.,Sociedade Corretora de Câmbio,Câmbio,Só via DTVM nova (objeto restrito),,73.622.748/0001-08,SP,São Paulo,60028231.13,31434672.3,28593558.83,,,1034368.67,60028231.13,1013107.29,1993,,,,,,,11 25047700,REGULATORIO@BTCORRETORA.COM.BR,WWW.BTCAMBIO.COM.BR
CREDITAS SOCIEDADE DE CRÉDITO DIRETO S.A.,Sociedade de Crédito Direto,Fintech (SCD),Só via DTVM nova (objeto restrito),,32.997.490/0001-39,SP,São Paulo,60163857.83,35636169.07,24527688.76,,12873625.2,,60163857.83,-1373486.61,2019,,,,,,,11 41185280,ROMULO.MENDES@CREDITAS.COM.BR,
PAGOL SOCIEDADE DE CRÉDITO DIRETO S.A.,Sociedade de Crédito Direto,Fintech (SCD),Só via DTVM nova (objeto restrito),,48.176.336/0001-36,SP,Barueri,60185943.73,41321500.44,18864443.29,24371103.05,18127.09,3001.45,60185943.73,-4898807.0,2022,,,,,,,11 40002021,COMPLIANCE@PAGOL.COM.BR,
F & F INSTITUICAO DE PAGAMENTO S. A.,Instituição de Pagamento,Fintech (pagamentos),Só via DTVM nova (objeto restrito),,38.653.626/0001-70,SC,Itajaí,61427834.03,54212306.06,7215527.97,,,,61427834.03,841878.35,,,,,,,,54 21065934,JULIO@FFCRED.COM,WWW.FFCRED.COM
CONTA PRONTA INSTITUICAO DE PAGAMENTO LTDA,Instituição de Pagamento,Fintech (pagamentos),Só via DTVM nova (objeto restrito),,12.473.687/0001-61,SP,Barueri,66903604.53,36973110.48,29930494.05,22396994.48,,2071330.17,66903604.53,-42686.5899999999,2023,,,,,,,11 31922620,INSTITUCIONAL@CONTAPRONTA.COM.BR,WWW.CONTAPRONTA.COM.BR
FFCRED SOCIEDADE DE CRÉDITO DIRETO S.A..,Sociedade de Crédito Direto,Fintech (SCD),Só via DTVM nova (objeto restrito),,39.738.065/0001-74,RS,Erechim,68479675.48,55671201.51,12808473.97,54093121.12,3508738.77,200000.0,68479675.48,479573.36,2020,,,,,,,54 996933262,JULIO@FFCRED.COM,WWW.FFCREDSCD.COM.BR
BIZ INSTITUIÇÃO DE PAGAMENTO S.A.,Instituição de Pagamento,Fintech (pagamentos),Só via DTVM nova (objeto restrito),,12.481.100/0001-66,SP,São Paulo,69047558.06,67089085.34,1958472.72,47032628.53,,,69047558.06,-608686.48,,,,,,,,11 30135555,PIX@BIZ.COM.BR,HTTPS://BIZ.COM.BR/
AGÊNCIA DE FOMENTO DO ESTADO DE PERNAMBUCO S.A.,Agência de Fomento,Estatal/público,Só via DTVM nova (objeto restrito),,13.178.690/0001-15,PE,Recife,78441869.99,13362409.94,65079460.05,10569714.59,20544753.25,56625483.34,78441869.99,-890837.530000001,2011,,,,,,,81 31837450,CARLA.NOVAES@AGE.PE.GOV.BR,WWW.AGE.PE.GOV.BR
NVIO BRASIL BITSO INSTITUIÇÃO DE PAGAMENTO LTDA,Instituição de Pagamento,Fintech (pagamentos),Só via DTVM nova (objeto restrito),,35.136.120/0001-03,SP,São Paulo,78764506.87,45694119.25,33070387.62,21683697.54,,46236258.95,78764506.87,2133250.62,2024,,,,,,,11 915159595,LEGAL-BR@BITSO.COM,HTTPS://BITSO.COM/BR
ZERO INSTITUIÇÃO DE PAGAMENTO S.A.,Instituição de Pagamento,Fintech (pagamentos),Só via DTVM nova (objeto restrito),,26.264.220/0001-16,PE,Recife,81239160.97,44754439.87,36484721.1,40377419.19,,9927797.41,81239160.97,-612903.239999999,2024,,,,,,,11 953074119,COMPLIANCE@ZROBANK.COM.BR,HTTPS://ZROBANK.COM/
TRIO INSTITUICAO DE PAGAMENTO LTDA.,Instituição de Pagamento,Fintech (pagamentos),Só via DTVM nova (objeto restrito),,49.931.906/0001-19,PR,Curitiba,82034800.34,79693455.52,2341344.82,78099968.06,,,82034800.34,-80210.87,2023,,,,,,,41 30102275,COMPLIANCE@TRIO.COM.BR,TRIO.COM.BR
ACCREDITO - SOCIEDADE DE CRÉDITO DIRETO S.A.,Sociedade de Crédito Direto,Fintech (SCD),Só via DTVM nova (objeto restrito),,37.715.993/0001-98,SP,São Paulo,83495670.39,14166675.32,69328995.07,13104107.92,12017166.08,46944658.14,83495670.39,-1329500.97,2020,,,,,,,11 981027587,PRESIDENCIA@ACCREDITO-SCD.COM.BR,WWW.ACCREDITO-SCD.COM.BR
PAGME INSTITUIÇÃO DE PAGAMENTO LTDA.,Instituição de Pagamento,Fintech (pagamentos),Só via DTVM nova (objeto restrito),,34.471.744/0001-06,SC,Itajaí,85335001.42,88628985.73,-3293984.31,85100337.37,,,88628985.73,1557538.79,2024,,,,,,,51 994281881,ROBERTO.MATOS@PAGME.APP,WWW.PAGME.APP
AGENCIA DE FOMENTO DO RIO GRANDE DO NORTE S.A.,Agência de Fomento,Estatal/público,Só via DTVM nova (objeto restrito),,03.848.103/0001-02,RN,Natal,88427374.69,20731589.71,67695784.98,2975771.18,51403943.32,33143861.04,88427374.69,1085163.89,2000,,,,,,,84 32321570,AGN@AGNRN.COM.BR,WWW.AGN.RN.GOV.BR
CLARO PAY S.A. - INSTITUIÇÃO DE PAGAMENTO,Instituição de Pagamento,Fintech (pagamentos),Só via DTVM nova (objeto restrito),,34.878.543/0001-28,SP,São Paulo,96412858.82,49432923.44,46979935.38,34465591.09,,,96412858.82,-13888946.95,2025,,,,,,,800 8829080,BCB@CLARO.COM.BR,WWW.CLAROPAY.COM.BR
POMELO INSTITUICAO DE PAGAMENTO LTDA.,Instituição de Pagamento,Fintech (pagamentos),Só via DTVM nova (objeto restrito),,44.128.548/0001-97,SP,São Paulo,98778537.75,88471525.7,10307012.05,,33694491.01,26386220.07,98778537.75,-704500.189999999,2023,,,,,,,11 995976988,COMPLIANCE.BR@POMELO.LA,HTTPS://POMELO.LA/BR
